Brand,Ship,Ship Name,Cabin Category Code,Ship Category Long Description,Inside or Outside Category
R,OA,OASIS OF THE SEAS,G,OCEANVIEW STATEROOM,O
R,OA,OASIS OF THE SEAS,GT,GRAND SUITE - 2 BDRM,O
R,OA,OASIS OF THE SEAS,FS,ROYAL FAMILY SUITE W/BALCONY,O
R,OA,OASIS OF THE SEAS,GS,GRAND SUITE W/BALCONY - ONE BEDROOM,O
R,OA,OASIS OF THE SEAS,D8,SUPERIOR OCEANVIEW STATEROOM W/BALCONY,O
R,OA,OASIS OF THE SEAS,GL,GRAND LOFT SUITE WITH BALCONY,O
R,OA,OASIS OF THE SEAS,GP,GRAND PANORAMIC SUITE - 1 BDRM,O
R,OV,OVATION OF THE SEAS,WS,DELUXE/SUITE GUARANTEE,X
R,OV,OVATION OF THE SEAS,X,BALCONY STATEROOM GUARANTEE,X
R,OV,OVATION OF THE SEAS,XB,OCEAN VIEW BALCONY GUARANTEE,X
R,OV,OVATION OF THE SEAS,ZI,INTERIOR GUARANTEE,X
R,OV,OVATION OF THE SEAS,XS,SPA GTY,X
R,OV,OVATION OF THE SEAS,Y,OCEAN VIEW GUARANTEE,X
R,OV,OVATION OF THE SEAS,Z,INTERIOR GUARANTEE,X
R,OV,OVATION OF THE SEAS,W,DELUXE GUARANTEE,X
R,OV,OVATION OF THE SEAS,YO,OCEAN VIEW GUARANTEE,X
R,OV,OVATION OF THE SEAS,VS,STUDIO INTERIOR STATEROOM,I
R,OV,OVATION OF THE SEAS,V4,INTERIOR STATEROOM,I
R,OV,OVATION OF THE SEAS,S2,SPA MID SHIP,X
R,OV,OVATION OF THE SEAS,1D,OCEAN VIEW BALCONY,O
R,OV,OVATION OF THE SEAS,S4,SPA FWD AND AFT,X
R,OV,OVATION OF THE SEAS,VA,SPACIOUS OCEAN VIEW BALCONY,O
R,OV,OVATION OF THE SEAS,VB,OCEAN VIEW BALCONY,O
R,OV,OVATION OF THE SEAS,VC,TWO INTERIOR CONNECTED STATEROOMS,I
R,OV,OVATION OF THE SEAS,V1,LARGE INTERIOR STATEROOM,I
R,OV,OVATION OF THE SEAS,V2,LARGE INTERIOR STATEROOM,I
R,OV,OVATION OF THE SEAS,V3,INTERIOR STATEROOM,I
R,OV,OVATION OF THE SEAS,V5,INTERIOR STATEROOM,I
R,OV,OVATION OF THE SEAS,1E,OBSTRUCTED OCEAN VIEW BALCONY,O
R,OV,OVATION OF THE SEAS,3D,OCEAN VIEW BALCONY,O
R,OV,OVATION OF THE SEAS,1H,STARBOARD OCEANVIEW BALCONY QUAD,O
R,OV,OVATION OF THE SEAS,4C,OCEAN VIEW WITH LARGE BALCONY,O
R,OV,OVATION OF THE SEAS,4D,OCEAN VIEW BALCONY,O
R,OV,OVATION OF THE SEAS,4M,SPACIOUS OCEAN VIEW,O
R,OV,OVATION OF THE SEAS,4U,INTERIOR WITH VIRTUAL BALCONY,I
R,OV,OVATION OF THE SEAS,5D,OCEAN VIEW BALCONY,O
R,OV,OVATION OF THE SEAS,6D,OCEAN VIEW BALCONY,O
R,OV,OVATION OF THE SEAS,7D,OCEAN VIEW BALCONY,O
R,OV,OVATION OF THE SEAS,8D,OCEAN VIEW BALCONY,O
R,OV,OVATION OF THE SEAS,SL,SKY LOFT SUITE WITH BALCONY,O
R,OV,OVATION OF THE SEAS,3U,INTERIOR WITH VIRTUAL BALCONY,I
R,OV,OVATION OF THE SEAS,1G,STARBOARD LARGE OCEANVIEW BALCONY QUAD,O
R,OV,OVATION OF THE SEAS,3M,SPACIOUS OCEANVIEW,O
R,OV,OVATION OF THE SEAS,2U,INTERIOR WITH VIRTUAL BALCONY,I
R,OV,OVATION OF THE SEAS,1M,SPACIOUS OCEAN VIEW,O
R,OV,OVATION OF THE SEAS,1N,OCEAN VIEW,O
R,OV,OVATION OF THE SEAS,1U,INTERIOR WITH VIRTUAL BALCONY,I
R,OV,OVATION OF THE SEAS,2C,OCEAN VIEW WITH LARGE BALCONY,O
R,OV,OVATION OF THE SEAS,2D,OCEAN VIEW BALCONY,O
R,OV,OVATION OF THE SEAS,2E,OBSTRUCTED OCEAN VIEW BALCONY,O
R,OV,OVATION OF THE SEAS,2F,STUDIO OCEAN VIEW BALCONY,O
R,OV,OVATION OF THE SEAS,2M,SPACIOUS OCEAN VIEW,O
R,OV,OVATION OF THE SEAS,2N,OCEAN VIEW MID,O
R,OV,OVATION OF THE SEAS,2W,STUDIO INTERIOR,I
R,OV,OVATION OF THE SEAS,SJ,SPA JUNIOR SUITE WITH BALCONY,O
R,OV,OVATION OF THE SEAS,1C,OCEAN VIEW WITH LARGE BALCONY,O
R,OV,OVATION OF THE SEAS,SG,SUPERIOR GRAND SUITE WITH BALCONY,O
R,OV,OVATION OF THE SEAS,D5,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,OV,OVATION OF THE SEAS,D6,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,OV,OVATION OF THE SEAS,D7,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,OV,OVATION OF THE SEAS,D4,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,OV,OVATION OF THE SEAS,D8,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,OV,OVATION OF THE SEAS,F,SUPERIOR OCEAN VIEW STATEROOM,O
R,OV,OVATION OF THE SEAS,FC,THREE STATEROOMS CONNECTED BY VESTIBULE,O
R,OV,OVATION OF THE SEAS,FJ,FAMILY JUNIOR SUITE WITH BALCONY,O
R,OV,OVATION OF THE SEAS,E1,DELUXE OCEANVIEW STATEROOM WITH BALCONY,O
R,OV,OVATION OF THE SEAS,D3,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,OV,OVATION OF THE SEAS,SI,STUDIO INTERIOR STATEROOM,I
R,OV,OVATION OF THE SEAS,D1,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,OV,OVATION OF THE SEAS,BC,TWO BALCONY CONNECTED STATEROOMS,O
R,OV,OVATION OF THE SEAS,CB,CONNECTING BALCONY,B
R,OV,OVATION OF THE SEAS,CF,CREW CABIN CATEGORY- CREW FAMILY,X
R,OV,OVATION OF THE SEAS,CG,CREW CABIN CATEGORY- GUEST OUTFITTED STATEROOM,X
R,OV,OVATION OF THE SEAS,CI,CONNECTING INSIDE,I
R,OV,OVATION OF THE SEAS,CO,CONNECTING OCEANVIEW,O
R,OV,OVATION OF THE SEAS,CP,CONNECTING PROMENADE,I
R,OV,OVATION OF THE SEAS,CR,CREW CABIN CATEGORY,X
R,OV,OVATION OF THE SEAS,DO,DELUXE OBSTRUCTED OCEANVIEW STATEROOM WITH BALCONY,O
R,OV,OVATION OF THE SEAS,FS,ROYAL FAMILY SUITE WITH BALCONY,O
R,OV,OVATION OF THE SEAS,G,LARGE OCEANVIEW STATEROOM,O
R,OV,OVATION OF THE SEAS,D2,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,OV,OVATION OF THE SEAS,GL,GRAND LOFT SUITE WITH BALCONY,O
R,OV,OVATION OF THE SEAS,N,INTERIOR STATEROOM,I
R,OV,OVATION OF THE SEAS,OC,TWO OCEAN VIEW CONNECTED STATEROOMS,O
R,OV,OVATION OF THE SEAS,OL,OWNER'S LOFT SUITE WITH BALCONY,O
R,OV,OVATION OF THE SEAS,M,INTERIOR STATEROOM,I
R,OV,OVATION OF THE SEAS,Q,INTERIOR STATEROOM,I
R,OV,OVATION OF THE SEAS,SB,SPA LARGE BALCONY CABIN,X
R,OV,OVATION OF THE SEAS,SD,DELUXE STUDIO OCEAN VIEW STATEROOM WITH BALCONY,O
R,OV,OVATION OF THE SEAS,GB,GRAND SUITE WITH LG BALCONY - 1BDRM,O
R,OV,OVATION OF THE SEAS,RL,ROYAL LOFT SUITE WITH BALCONY,O
R,OV,OVATION OF THE SEAS,L,LARGE INTERIOR STATEROOM,I
R,OV,OVATION OF THE SEAS,OS,OWNER'S SUITE WITH BALCONY,O
R,OV,OVATION OF THE SEAS,J4,DOUBLE JS REGULAR BALCONY,O
R,OV,OVATION OF THE SEAS,GS,GRAND SUITE WITH BALCONY,O
R,OV,OVATION OF THE SEAS,K,LARGE INTERIOR STATEROOM,I
R,OV,OVATION OF THE SEAS,GT,GRAND SUITE - 2 BDRM,O
R,OV,OVATION OF THE SEAS,H,OCEANVIEW STATEROOM,O
R,OV,OVATION OF THE SEAS,IC,TWO INTERIOR CONNECTED STATEROOMS,I
R,OV,OVATION OF THE SEAS,I,OCEANVIEW STATEROOM,O
R,OV,OVATION OF THE SEAS,JS,JUNIOR SUITE WITH BALCONY,O
R,OV,OVATION OF THE SEAS,J1,QUAD JS LARGE BALCONY,O
R,OV,OVATION OF THE SEAS,J2,JUNIOR SUITE,O
R,OV,OVATION OF THE SEAS,J3,QUAD JS REGULAR BALCONY,O
R,OY,ODYSSEY OF THE SEAS,2M,OCEANVIEW CABIN,O
R,OY,ODYSSEY OF THE SEAS,2U,INTERIOR VIRTUAL BALCONY,I
R,OY,ODYSSEY OF THE SEAS,2N,OCEANVIEW CABIN,O
R,OY,ODYSSEY OF THE SEAS,2V,INTERIOR,I
R,OY,ODYSSEY OF THE SEAS,2F,STUDIO SINGLE OCEANVIEW BALCONY,O
R,OY,ODYSSEY OF THE SEAS,1V,INTERIOR,I
R,OY,ODYSSEY OF THE SEAS,2D,OCEANVIEW BALCONY,O
R,OY,ODYSSEY OF THE SEAS,2C,OCEANVIEW BALC WITH LG BALC,O
R,OY,ODYSSEY OF THE SEAS,1U,INTERIOR VIRTUAL BALCONY,I
R,OY,ODYSSEY OF THE SEAS,3D,OCEAN VIEW BALCONY,O
R,OY,ODYSSEY OF THE SEAS,2E,OBSTRUCTED BALCONY,O
R,OY,ODYSSEY OF THE SEAS,3M,OCEANVIEW,O
R,OY,ODYSSEY OF THE SEAS,6N,OCEANVIEW CABIN,O
R,OY,ODYSSEY OF THE SEAS,3U,INTERIOR VIRTUAL BALCONY,I
R,OY,ODYSSEY OF THE SEAS,8D,OCEANVIEW BALCONY,O
R,OY,ODYSSEY OF THE SEAS,7D,OCEANVIEW BALCONY,O
R,OY,ODYSSEY OF THE SEAS,6D,OCEANVIEW BALCONY,O
R,OY,ODYSSEY OF THE SEAS,5D,OCEANVIEW BALCONY,O
R,OY,ODYSSEY OF THE SEAS,3N,OCEANVIEW CABIN,O
R,OY,ODYSSEY OF THE SEAS,4V,INTERIOR,I
R,OY,ODYSSEY OF THE SEAS,4M,OCEANVIEW,O
R,OY,ODYSSEY OF THE SEAS,4D,OCEAN VIEW BALCONY,O
R,OY,ODYSSEY OF THE SEAS,4C,OCEANVIEW BALC WITH LG BALC,O
R,OY,ODYSSEY OF THE SEAS,3V,INTERIOR,I
R,OY,ODYSSEY OF THE SEAS,4U,INTERIOR VIRTUAL BALCONY,I
R,OY,ODYSSEY OF THE SEAS,1M,OCEANVIEW CABIN,O
R,OY,ODYSSEY OF THE SEAS,1N,OCEANVIEW CABIN,O
R,OY,ODYSSEY OF THE SEAS,1D,OCEANVIEW BALCONY,O
R,OY,ODYSSEY OF THE SEAS,J3,JUNIOR SUITE,O
R,OY,ODYSSEY OF THE SEAS,J1,JUNIOR SUITE W/ LARGE BALCONY,O
R,OY,ODYSSEY OF THE SEAS,GT,GRAND SUITE 2 BEDROOM,O
R,OY,ODYSSEY OF THE SEAS,GS,GRAND SUITE 1 BEDROOM W/ BALCONY,O
R,OY,ODYSSEY OF THE SEAS,J4,DOUBLE JS REGULAR BALCONY,O
R,OY,ODYSSEY OF THE SEAS,GL,GRAND LOFT WITH BALCONY,O
R,OY,ODYSSEY OF THE SEAS,CP,CONNECTING PROMENADE,I
R,OY,ODYSSEY OF THE SEAS,CO,CONNECTING OCEANVIEW,O
R,OY,ODYSSEY OF THE SEAS,CI,CONNECTING INSIDE,I
R,OY,ODYSSEY OF THE SEAS,1E,OBSTRUCTED BALCONY,O
R,OY,ODYSSEY OF THE SEAS,CR,CREW CABINS,X
R,OY,ODYSSEY OF THE SEAS,OL,OWNERS LOFT WITH BALCONY,O
R,OY,ODYSSEY OF THE SEAS,CB,CONNECTING BALCONY,B
R,OY,ODYSSEY OF THE SEAS,RL,ROYAL LOFT WITH BALCONY,O
R,OY,ODYSSEY OF THE SEAS,1C,OCEANVIEW BALC WITH LG BALC,O
R,OY,ODYSSEY OF THE SEAS,ZI,INTERIOR GUARANTEE,X
R,OY,ODYSSEY OF THE SEAS,YO,OCEANVIEW GUARANTEE,X
R,OY,ODYSSEY OF THE SEAS,OS,OWNERS SUITE WITH BALCONY,O
R,OY,ODYSSEY OF THE SEAS,XB,OCEAN VIEW BALCONY GUARANTEE,X
R,OY,ODYSSEY OF THE SEAS,XS,SPA GTY,X
R,OY,ODYSSEY OF THE SEAS,S4,SPA BALCONY FWD/AFT,X
R,OY,ODYSSEY OF THE SEAS,S2,SPA BALCONY MID SHIP,X
R,OY,ODYSSEY OF THE SEAS,S1,SPA CAT CHANGE,O
R,OY,ODYSSEY OF THE SEAS,SB,SPA LARGE BALCONY,X
R,OY,ODYSSEY OF THE SEAS,WS,DELUXE/SUITE GUARANTEE,X
R,QN,QUANTUM OF THE SEAS,1C,OCEAN VIEW WITH LARGE BALCONY,O
R,QN,QUANTUM OF THE SEAS,1D,OCEAN VIEW BALCONY,O
R,QN,QUANTUM OF THE SEAS,1E,OBSTRUCTED OCEAN VIEW BALCONY,O
R,QN,QUANTUM OF THE SEAS,1U,INTERIOR WITH VIRTUAL BALCONY,I
R,QN,QUANTUM OF THE SEAS,1H,STARBOARD OCEANVIEW BALCONY QUAD,O
R,QN,QUANTUM OF THE SEAS,8D,OCEAN VIEW BALCONY,O
R,QN,QUANTUM OF THE SEAS,1N,OCEAN VIEW,O
R,QN,QUANTUM OF THE SEAS,1P,STARBOARD OCEANVIEW,O
R,QN,QUANTUM OF THE SEAS,1G,STARBOARD LARGE OCEANVIEW BALCONY QUAD,O
R,QN,QUANTUM OF THE SEAS,ZI,INTERIOR GUARANTEE,X
R,QN,QUANTUM OF THE SEAS,X,BALCONY STATEROOM GUARANTEE,X
R,QN,QUANTUM OF THE SEAS,YO,OCEAN VIEW GUARANTEE,X
R,QN,QUANTUM OF THE SEAS,2C,OCEAN VIEW WITH LARGE BALCONY,O
R,QN,QUANTUM OF THE SEAS,V2,LARGE INTERIOR STATEROOM,I
R,QN,QUANTUM OF THE SEAS,V3,INTERIOR STATEROOM,I
R,QN,QUANTUM OF THE SEAS,V4,INTERIOR STATEROOM,I
R,QN,QUANTUM OF THE SEAS,Z,INTERIOR GUARANTEE,X
R,QN,QUANTUM OF THE SEAS,V5,INTERIOR STATEROOM,I
R,QN,QUANTUM OF THE SEAS,WS,DELUXE/SUITE GUARANTEE,X
R,QN,QUANTUM OF THE SEAS,XB,OCEAN VIEW BALCONY GUARANTEE,X
R,QN,QUANTUM OF THE SEAS,XS,SPA GTY,X
R,QN,QUANTUM OF THE SEAS,Y,OCEAN VIEW GUARANTEE,X
R,QN,QUANTUM OF THE SEAS,W,DELUXE GUARANTEE,X
R,QN,QUANTUM OF THE SEAS,2D,OCEAN VIEW BALCONY,O
R,QN,QUANTUM OF THE SEAS,3M,OCEANVIEW,O
R,QN,QUANTUM OF THE SEAS,2F,STUDIO OCEAN VIEW BALCONY,O
R,QN,QUANTUM OF THE SEAS,4G,PORT LARGE OCEANVIEW BALCONY,O
R,QN,QUANTUM OF THE SEAS,4H,PORT OCEANVIEW BALCONY,O
R,QN,QUANTUM OF THE SEAS,4M,OCEANVIEW,O
R,QN,QUANTUM OF THE SEAS,4P,PORT OCEANVIEW,O
R,QN,QUANTUM OF THE SEAS,4U,INTERIOR WITH VIRTUAL BALCONY,I
R,QN,QUANTUM OF THE SEAS,5D,OCEAN VIEW BALCONY,O
R,QN,QUANTUM OF THE SEAS,6D,OCEAN VIEW BALCONY,O
R,QN,QUANTUM OF THE SEAS,7D,OCEAN VIEW BALCONY,O
R,QN,QUANTUM OF THE SEAS,V1,LARGE INTERIOR STATEROOM,I
R,QN,QUANTUM OF THE SEAS,4D,OCEAN VIEW BALCONY,O
R,QN,QUANTUM OF THE SEAS,4C,OCEAN VIEW WITH LARGE BALCONY,O
R,QN,QUANTUM OF THE SEAS,3U,INTERIOR WITH VIRTUAL BALCONY,I
R,QN,QUANTUM OF THE SEAS,3P,PORT OCEANVIEW,O
R,QN,QUANTUM OF THE SEAS,2G,STARBOARD LARGE OCEANVIEW BALCONY,O
R,QN,QUANTUM OF THE SEAS,2H,STARBOARD OCEANVIEW BALCONY,O
R,QN,QUANTUM OF THE SEAS,2M,LARGE OCEAN VIEW DOUBLE,O
R,QN,QUANTUM OF THE SEAS,2N,OCEAN VIEW MID,O
R,QN,QUANTUM OF THE SEAS,2E,OBSTRUCTED OCEAN VIEW BALCONY,O
R,QN,QUANTUM OF THE SEAS,2P,STARBOARD OCEANVIEW,O
R,QN,QUANTUM OF THE SEAS,2W,STUDIO INTERIOR,I
R,QN,QUANTUM OF THE SEAS,3D,OCEAN VIEW BALCONY,O
R,QN,QUANTUM OF THE SEAS,3G,PORT LARGE OCEANVIEW BALCONY QUAD,O
R,QN,QUANTUM OF THE SEAS,3H,PORT OCEANVIEW BALCONY QUAD,O
R,QN,QUANTUM OF THE SEAS,2U,INTERIOR WITH VIRTUAL BALCONY,I
R,QN,QUANTUM OF THE SEAS,VS,STUDIO INTERIOR STATEROOM,I
R,QN,QUANTUM OF THE SEAS,1M,SPACIOUS OCEAN VIEW,O
R,QN,QUANTUM OF THE SEAS,S4,SPA FWD AND AFT,X
R,QN,QUANTUM OF THE SEAS,D6,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,D7,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,D8,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,E1,DELUXE OCEANVIEW STATEROOM WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,F,SUPERIOR OCEAN VIEW STATEROOM,O
